time_ms,fitness
33.5447,1708.05
486.842,1722.78
605.164,1725.7
775.703,1743.8
1065.96,1758.96
1138.89,1774.74
1744.12,1813.37
2241.33,1839.46
3497.76,1864.08
END,7366.79
