time_ms,fitness
33.3396,1727.26
219.881,1755.08
282.532,1828.65
375.334,1832.9
506.448,1868.38
881.928,1869.33
1108.86,1913.59
2416.65,1920.16
3144.65,1926.43
3494.43,1949.5
3874.6,1988.66
5548.25,1993.68
END,7637.11
