time_ms,fitness
22.6031,1370.13
42.2257,1458.03
62.9502,1506.35
83.5108,1557.98
105.637,1562.52
146.833,1574.99
186.682,1613.28
271.921,1631.15
313.02,1659.61
333.577,1672.64
726.413,1677.87
786.896,1722.5
974.007,1734.89
1180.99,1736.55
END,2061.6
