time_ms,fitness
81.241,1726.23
633.645,1732.02
700.793,1758.31
768.33,1763.31
971.137,1773.96
1039.12,1792.27
1174.06,1822.97
1618.82,1835.12
1686.77,1865.84
3451.07,1912.33
4128.25,1939.06
4987.86,1942.05
5192.13,1945.71
6960.34,1962.51
7255.37,1979.62
10734.7,1995.55
11213.9,1995.9
13201.5,1996.31
16084.7,2007.23
18187.4,2016.23
18322.8,2018.32
18797.7,2023.01
23287.8,2025.46
END,27704.4
