time_ms,fitness
3.8388,1219.69
11.1622,1253.32
22.1459,1366.34
26.347,1501.77
100.187,1553.08
145.611,1666.99
417.192,1730.46
691.24,1816.9
1941.5,1873.07
2191.74,1935.39
5054.57,1953.57
9995.86,2020.26
16143.6,2041.31
21217.7,2062.94
23409.1,2065.48
29796.7,2089.15
41261.3,2102.38
50822.4,2111.15
52660.8,2115.54
END,75084.1
