time_ms,fitness
1.6583,1405.64
3.3531,1535.23
11.2696,1685.79
201.922,1712.09
203.494,1725.86
214.615,1750.72
432.152,1751.26
504.474,1820.85
1326.32,1851.58
1537.41,1852.92
1632.05,1867.69
1760.26,1896.84
END,8923.2
