time_ms,fitness
60.9502,1784.86
247.857,1857.81
300.399,1869.72
352.838,1978.9
982.941,1988.95
1021.16,2033.82
1754.59,2043.07
2065.33,2045.35
2221.02,2051.71
2259.33,2069.17
4976.53,2117.44
5094.07,2139.23
5211.22,2158.95
END,8062.52
