time_ms,fitness
6.0111,1547.68
11.8617,1602.24
18.638,1648.35
42.4244,1649.93
49.276,1691.71
72.0873,1712.07
91.0911,1791.7
571.394,1799.66
679.257,1813.32
3360.47,1849.57
5488.63,1856.86
6146.41,1865.23
7954.72,1928.02
8070.4,1935.94
16069.3,1945.04
19628.1,1970.54
23231.8,2009.78
26926.2,2011.46
41295.2,2013.42
42506.5,2022.06
53920.5,2031.99
61164.9,2038.9
END,483331
