time_ms,fitness
29.7413,1684.24
59.2735,1804.56
89.6218,1819.04
266.121,1846.12
529.848,1854.89
559.203,1879.16
647.095,1881.04
676.508,1933.8
1408.41,1973.17
2636.3,1977.3
3132.97,1994.04
3220.66,2009.34
5748.1,2053.94
END,5981.72
