time_ms,fitness
19.3897,1877.04
57.7047,1927.31
76.7108,1933.6
133.57,1957.89
209.503,1968.55
266.999,1991.43
285.932,2041.85
342.762,2085.41
418.423,2109.35
799.401,2137.89
1083.48,2142.45
1806.8,2179.2
END,1901.98
