time_ms,fitness
39.7852,1720.02
118.374,1752.68
240.975,1787.67
319.413,1792.27
397.682,1860.85
919.397,1865.19
1396.62,1888.76
1515.57,1911.63
2142.3,1945
2572.97,1955.57
3824.99,1970.65
4177.61,1976.75
6853.49,1995.55
8041.08,2006.58
8278.7,2025.46
10527.9,2032.72
10683.9,2043.49
11039.4,2045.4
END,15763.2
