time_ms,fitness
5.8242,830.94
12.5049,933.309
24.0355,973.278
275.015,1016.82
1617.28,1040.09
1670.91,1089.97
5974.11,1116.75
7407.86,1144.88
8307.73,1174.46
END,510507
