time_ms,fitness
5.4107,1573.27
27.1752,1629.67
73.043,1690.28
1792.52,1726.03
2418.91,1764.86
5441.43,1832.36
6346.88,1836.15
8707.88,1894.98
11412.8,1896.04
18732.5,1906.3
20487.7,1909.33
21279.9,1913.44
END,546087
