Stage,CPU_Time(s),GPU_ThreadPSO_Time(s),GPU_BlockPSO_Time(s),Speedup_ThreadPSO,Speedup_BlockPSO
Routing,,2.66671,2.24223,
Clustering,93.9159,9.00644,
