recordType,id,x,y,isGateway,energy,from,to,edgeType,nextHop,cluster,clusterRadius
node,116,233.966,162.672,1,10,,,,26,-1,43.5645
node,117,299.639,494.022,1,10,,,,64,-1,49.6287
node,118,287.047,38.3155,1,10,,,,108,-1,47.2076
node,119,426.391,419.432,1,10,,,,5,-1,46.3873
node,120,378.51,254.274,0,2,,,,-2,38,-1
node,121,493.277,92.2021,0,2,,,,-2,48,-1
node,122,360.026,496.988,0,2,,,,-2,93,-1
node,123,81.8935,182.759,0,2,,,,-2,68,-1
node,124,91.8663,410.709,0,2,,,,-2,78,-1
node,125,164.395,93.5184,0,2,,,,-2,85,-1
node,126,355.947,411.439,0,2,,,,-2,41,-1
node,127,3.50295,12.4657,0,2,,,,-2,-1,-1
node,128,409.889,78.8345,0,2,,,,-2,114,-1
node,129,340.97,291.061,0,2,,,,-2,14,-1
node,130,257.302,136.883,0,2,,,,-2,116,-1
node,131,469.503,95.8995,0,2,,,,-2,88,-1
node,132,35.0644,238.436,0,2,,,,-2,98,-1
node,133,192.284,198.426,0,2,,,,-2,3,-1
node,134,14.8022,492.252,0,2,,,,-2,23,-1
node,135,38.3999,369.237,0,2,,,,-2,25,-1
node,136,472.422,300.196,0,2,,,,-2,39,-1
node,137,208.277,357.305,0,2,,,,-2,87,-1
node,138,458.76,174.502,0,2,,,,-2,45,-1
node,139,211.556,223.046,0,2,,,,-2,96,-1
node,140,72.0859,209.779,0,2,,,,-2,98,-1
node,141,385.876,305.494,0,2,,,,-2,44,-1
node,142,68.7285,41.2879,0,2,,,,-2,56,-1
node,143,311.927,235.654,0,2,,,,-2,26,-1
node,144,64.1183,447.88,0,2,,,,-2,36,-1
node,145,181.412,312.702,0,2,,,,-2,63,-1
node,146,344.049,75.5016,0,2,,,,-2,72,-1
node,147,442.27,184.211,0,2,,,,-2,74,-1
node,148,51.2808,330.57,0,2,,,,-2,49,-1
node,149,214.271,73.0046,0,2,,,,-2,91,-1
node,150,70.3247,4.78572,0,2,,,,-2,107,-1
node,151,401.127,241.744,0,2,,,,-2,39,-1
node,152,174.455,360.367,0,2,,,,-2,37,-1
node,153,391.854,455.991,0,2,,,,-2,60,-1
node,154,84.0081,493.494,0,2,,,,-2,100,-1
node,155,430.758,320.176,0,2,,,,-2,111,-1
node,156,427.368,110.252,0,2,,,,-2,32,-1
node,157,8.06164,321.862,0,2,,,,-2,94,-1
node,158,52.4389,141.988,0,2,,,,-2,9,-1
node,159,100.576,355.813,0,2,,,,-2,62,-1
node,160,478.284,209.352,0,2,,,,-2,39,-1
node,161,331.551,423.019,0,2,,,,-2,90,-1
node,162,182.887,257.447,0,2,,,,-2,3,-1
node,163,173.755,208.09,0,2,,,,-2,75,-1
node,164,114.808,248.732,0,2,,,,-2,55,-1
node,165,327.148,353.443,0,2,,,,-2,71,-1
node,166,448.201,427.566,0,2,,,,-2,119,-1
node,167,162.378,86.0641,0,2,,,,-2,85,-1
node,168,198.278,348.475,0,2,,,,-2,92,-1
node,169,238.756,36.4944,0,2,,,,-2,77,-1
node,170,270.815,379.001,0,2,,,,-2,16,-1
node,171,190.697,0.0948961,0,2,,,,-2,77,-1
node,172,151.104,265.095,0,2,,,,-2,54,-1
node,173,449.507,475.94,0,2,,,,-2,30,-1
node,174,457.872,372.593,0,2,,,,-2,104,-1
node,175,324.832,150.964,0,2,,,,-2,112,-1
node,176,371.637,496.74,0,2,,,,-2,93,-1
node,177,455.854,230.919,0,2,,,,-2,74,-1
node,178,483.999,55.5818,0,2,,,,-2,84,-1
node,179,33.647,147.617,0,2,,,,-2,86,-1
node,180,333.292,262.046,0,2,,,,-2,89,-1
node,181,435.066,275.575,0,2,,,,-2,44,-1
node,182,68.6067,326.386,0,2,,,,-2,110,-1
node,183,30.9035,4.74685,0,2,,,,-2,107,-1
node,184,326.309,465.212,0,2,,,,-2,90,-1
node,185,150.203,309.429,0,2,,,,-2,17,-1
node,186,459.382,422.721,0,2,,,,-2,104,-1
node,187,463.725,180.435,0,2,,,,-2,45,-1
node,188,52.245,303.706,0,2,,,,-2,110,-1
node,189,186.46,3.55365,0,2,,,,-2,77,-1
node,190,263.037,75.5008,0,2,,,,-2,22,-1
node,191,172.703,109.172,0,2,,,,-2,53,-1
node,192,173.888,121.489,0,2,,,,-2,18,-1
node,193,237.824,299.837,0,2,,,,-2,63,-1
node,194,379.034,20.1052,0,2,,,,-2,70,-1
node,195,317.635,358.148,0,2,,,,-2,82,-1
node,196,177.053,151.12,0,2,,,,-2,79,-1
node,197,32.7963,162.376,0,2,,,,-2,86,-1
node,198,72.423,341.689,0,2,,,,-2,49,-1
node,199,98.5027,312.043,0,2,,,,-2,110,-1
node,200,373.952,338.382,0,2,,,,-2,58,-1
node,201,185.019,149.776,0,2,,,,-2,75,-1
node,202,460.56,20.4898,0,2,,,,-2,51,-1
node,203,220.174,399.152,0,2,,,,-2,0,-1
node,204,91.8679,484.98,0,2,,,,-2,100,-1
node,205,473.655,144.048,0,2,,,,-2,45,-1
node,206,358.243,199.863,0,2,,,,-2,52,-1
node,207,171.256,369.663,0,2,,,,-2,24,-1
node,208,2.13841,23.2371,0,2,,,,-2,107,-1
node,209,490.184,99.0903,0,2,,,,-2,48,-1
node,210,18.8823,280.341,0,2,,,,-2,27,-1
node,211,173.941,143.895,0,2,,,,-2,75,-1
node,212,245.54,492.932,0,2,,,,-2,113,-1
node,213,4.97232,388.595,0,2,,,,-2,95,-1
node,214,129.502,260.309,0,2,,,,-2,68,-1
node,215,426.316,97.7525,0,2,,,,-2,48,-1
node,216,207.674,120.245,0,2,,,,-2,79,-1
node,217,462.446,77.2762,0,2,,,,-2,48,-1
node,218,270.161,39.0039,0,2,,,,-2,118,-1
node,219,275.454,374.954,0,2,,,,-2,16,-1
node,220,69.7284,10.2936,0,2,,,,-2,107,-1
node,221,46.5717,326.32,0,2,,,,-2,65,-1
node,222,278.737,342.255,0,2,,,,-2,82,-1
node,223,328.955,39.4701,0,2,,,,-2,118,-1
node,224,2.24446,209.609,0,2,,,,-2,98,-1
node,225,225.95,128.791,0,2,,,,-2,79,-1
node,226,196.729,4.42648,0,2,,,,-2,77,-1
node,227,304.233,254.965,0,2,,,,-2,89,-1
node,228,171.716,375.318,0,2,,,,-2,24,-1
node,229,54.4449,89.6312,0,2,,,,-2,73,-1
node,230,233.744,244.18,0,2,,,,-2,96,-1
node,231,21.4948,9.43761,0,2,,,,-2,107,-1
node,232,264.588,313.777,0,2,,,,-2,82,-1
node,233,340.91,278.965,0,2,,,,-2,14,-1
node,234,343.847,426.099,0,2,,,,-2,2,-1
node,235,341.988,152.666,0,2,,,,-2,103,-1
node,236,26.6903,434.001,0,2,,,,-2,95,-1
node,237,84.2529,381.291,0,2,,,,-2,49,-1
node,238,194.789,213.312,0,2,,,,-2,54,-1
node,239,236.234,142.983,0,2,,,,-2,47,-1
node,240,384.424,325.878,0,2,,,,-2,71,-1
node,241,174.199,57.5057,0,2,,,,-2,6,-1
node,242,460.624,452.023,0,2,,,,-2,30,-1
node,243,40.0683,1.01035,0,2,,,,-2,107,-1
node,244,112.334,460.294,0,2,,,,-2,36,-1
node,245,257.337,219.55,0,2,,,,-2,26,-1
node,246,163.125,329.297,0,2,,,,-2,17,-1
node,247,281.079,24.8506,0,2,,,,-2,118,-1
node,248,65.882,286.798,0,2,,,,-2,110,-1
node,249,268,225.699,0,2,,,,-2,96,-1
node,250,375.921,172.112,0,2,,,,-2,112,-1
node,251,115.294,320.863,0,2,,,,-2,17,-1
node,252,293.579,227.669,0,2,,,,-2,14,-1
node,253,119.119,481.433,0,2,,,,-2,105,-1
node,254,71.6374,365.555,0,2,,,,-2,36,-1
node,255,10.9242,173.423,0,2,,,,-2,86,-1
node,256,257.397,474.304,0,2,,,,-2,113,-1
node,257,52.3152,61.6085,0,2,,,,-2,56,-1
node,258,31.7724,235.15,0,2,,,,-2,66,-1
node,259,180.679,154.949,0,2,,,,-2,75,-1
node,260,499.916,270.003,0,2,,,,-2,111,-1
node,261,488.68,107.462,0,2,,,,-2,45,-1
node,262,374.028,140.539,0,2,,,,-2,40,-1
node,263,47.1561,422.144,0,2,,,,-2,36,-1
node,264,330.328,348.986,0,2,,,,-2,71,-1
node,265,49.3144,312.05,0,2,,,,-2,49,-1
node,266,486.767,3.43279,0,2,,,,-2,84,-1
node,267,490.934,486.663,0,2,,,,-2,30,-1
node,268,316.978,337.455,0,2,,,,-2,16,-1
node,269,28.9986,22.7493,0,2,,,,-2,107,-1
node,270,359.206,182.76,0,2,,,,-2,52,-1
node,271,384.218,215.107,0,2,,,,-2,-1,-1
node,272,491.909,377.458,0,2,,,,-2,104,-1
node,273,343.625,128.971,0,2,,,,-2,35,-1
node,274,339.029,304.306,0,2,,,,-2,81,-1
node,275,432.977,441.828,0,2,,,,-2,19,-1
node,276,151.677,445.649,0,2,,,,-2,105,-1
node,277,433.175,405.44,0,2,,,,-2,119,-1
node,278,80.9608,386.705,0,2,,,,-2,49,-1
node,279,415.494,54.0715,0,2,,,,-2,114,-1
node,280,390.131,81.3634,0,2,,,,-2,88,-1
node,281,263.039,313.854,0,2,,,,-2,14,-1
node,282,292.357,116.209,0,2,,,,-2,22,-1
node,283,466.537,481.798,0,2,,,,-2,30,-1
node,284,141.606,102.716,0,2,,,,-2,18,-1
node,285,376.381,320.047,0,2,,,,-2,71,-1
node,286,468.903,119.55,0,2,,,,-2,48,-1
node,287,474.188,169.721,0,2,,,,-2,45,-1
node,288,92.7682,482.801,0,2,,,,-2,21,-1
node,289,30.6646,96.7675,0,2,,,,-2,107,-1
node,290,450.191,144.337,0,2,,,,-2,74,-1
node,291,424.042,75.8627,0,2,,,,-2,114,-1
node,292,353.024,161.096,0,2,,,,-2,112,-1
node,293,101.402,92.8341,0,2,,,,-2,56,-1
node,294,64.0651,81.122,0,2,,,,-2,73,-1
node,295,470.297,317.591,0,2,,,,-2,111,-1
node,296,119.298,228.503,0,2,,,,-2,3,-1
node,297,79.3925,185.257,0,2,,,,-2,68,-1
node,298,316.931,227.128,0,2,,,,-2,26,-1
node,299,227.416,175.214,0,2,,,,-2,47,-1
node,300,121.708,131.781,0,2,,,,-2,18,-1
node,301,193.608,37.4136,0,2,,,,-2,91,-1
node,302,404.609,159.919,0,2,,,,-2,40,-1
node,303,301.903,182.647,0,2,,,,-2,52,-1
node,304,460.241,465.893,0,2,,,,-2,30,-1
node,305,6.72892,333.783,0,2,,,,-2,25,-1
node,306,205.237,104.972,0,2,,,,-2,79,-1
node,307,479.171,262.685,0,2,,,,-2,39,-1
node,308,455.033,12.6313,0,2,,,,-2,84,-1
node,309,497.047,495.39,0,2,,,,-2,30,-1
node,310,121.91,331.29,0,2,,,,-2,17,-1
node,311,293.539,175.22,0,2,,,,-2,52,-1
node,312,61.1335,117.579,0,2,,,,-2,9,-1
node,313,62.9167,111.403,0,2,,,,-2,9,-1
node,314,103.555,268.14,0,2,,,,-2,55,-1
node,315,266.915,471.965,0,2,,,,-2,69,-1
node,316,448.454,211.633,0,2,,,,-2,74,-1
node,317,204.163,78.6754,0,2,,,,-2,85,-1
node,318,111.724,271.497,0,2,,,,-2,3,-1
node,319,124.48,251.77,0,2,,,,-2,68,-1
node,320,78.6951,437.601,0,2,,,,-2,8,-1
node,321,30.7579,339.084,0,2,,,,-2,65,-1
node,322,436.879,396.713,0,2,,,,-2,119,-1
node,323,291.359,26.2421,0,2,,,,-2,118,-1
node,324,229.837,479.992,0,2,,,,-2,109,-1
node,325,228.67,165.683,0,2,,,,-2,47,-1
node,326,178.374,352.969,0,2,,,,-2,92,-1
node,327,29.6079,469.982,0,2,,,,-2,95,-1
node,328,403.341,57.5161,0,2,,,,-2,114,-1
node,329,65.1593,77.0397,0,2,,,,-2,73,-1
node,330,252.486,426.442,0,2,,,,-2,115,-1
node,331,157.343,439.652,0,2,,,,-2,24,-1
node,332,355.448,467.901,0,2,,,,-2,4,-1
node,333,101.743,466.573,0,2,,,,-2,21,-1
node,334,32.8248,201.061,0,2,,,,-2,86,-1
node,335,7.09824,367.77,0,2,,,,-2,62,-1
node,336,411.884,357.461,0,2,,,,-2,81,-1
node,337,332.137,225.238,0,2,,,,-2,52,-1
node,338,371.558,318.721,0,2,,,,-2,71,-1
node,339,335.605,130.871,0,2,,,,-2,103,-1
node,340,76.1529,491.072,0,2,,,,-2,100,-1
node,341,435.568,18.0339,0,2,,,,-2,88,-1
node,342,132.606,376.884,0,2,,,,-2,1,-1
node,343,200.236,301.143,0,2,,,,-2,92,-1
node,344,403.403,129.469,0,2,,,,-2,40,-1
node,345,177.578,154.642,0,2,,,,-2,7,-1
node,346,67.2256,170.302,0,2,,,,-2,9,-1
node,347,309.187,409.068,0,2,,,,-2,4,-1
node,348,300.198,173.635,0,2,,,,-2,52,-1
node,349,491.933,21.2035,0,2,,,,-2,84,-1
node,350,144.645,206.866,0,2,,,,-2,54,-1
node,351,5.23104,359.771,0,2,,,,-2,94,-1
node,352,83.2775,303.287,0,2,,,,-2,110,-1
node,353,149.913,434.134,0,2,,,,-2,105,-1
node,354,161.666,178.25,0,2,,,,-2,7,-1
node,355,11.8374,198.923,0,2,,,,-2,86,-1
node,356,94.5292,27.7389,0,2,,,,-2,6,-1
node,357,52.577,468.338,0,2,,,,-2,8,-1
node,358,379.936,254.367,0,2,,,,-2,39,-1
node,359,236.486,165.095,0,2,,,,-2,47,-1
node,360,264.325,240.592,0,2,,,,-2,96,-1
node,361,197.716,480.639,0,2,,,,-2,12,-1
node,362,19.237,263.945,0,2,,,,-2,33,-1
node,363,425.583,92.7106,0,2,,,,-2,32,-1
node,364,72.3423,246.545,0,2,,,,-2,68,-1
node,365,183.53,130.755,0,2,,,,-2,18,-1
node,366,116.27,308.591,0,2,,,,-2,17,-1
node,367,444.159,95.1088,0,2,,,,-2,48,-1
node,368,283.664,60.9044,0,2,,,,-2,118,-1
node,369,191.012,466.699,0,2,,,,-2,113,-1
node,370,100.22,186.876,0,2,,,,-2,97,-1
node,371,282.796,163.664,0,2,,,,-2,35,-1
node,372,490.323,232.701,0,2,,,,-2,39,-1
node,373,172.155,243.99,0,2,,,,-2,3,-1
node,374,388.184,91.2889,0,2,,,,-2,32,-1
node,375,314.307,35.6022,0,2,,,,-2,50,-1
node,376,387.99,195.286,0,2,,,,-2,40,-1
node,377,16.4224,262.361,0,2,,,,-2,66,-1
node,378,318.191,491.046,0,2,,,,-2,93,-1
node,379,296.359,173.745,0,2,,,,-2,35,-1
node,380,427.192,133.054,0,2,,,,-2,40,-1
node,381,401.224,60.5601,0,2,,,,-2,32,-1
node,382,331.279,261.891,0,2,,,,-2,89,-1
node,383,196.797,359.939,0,2,,,,-2,37,-1
node,384,280.471,377.592,0,2,,,,-2,16,-1
node,385,291.886,264.988,0,2,,,,-2,89,-1
node,386,469.843,409.168,0,2,,,,-2,104,-1
node,387,199.746,108.609,0,2,,,,-2,79,-1
node,388,293.132,66.0761,0,2,,,,-2,50,-1
node,389,52.2401,173.047,0,2,,,,-2,97,-1
node,390,204.591,380.21,0,2,,,,-2,24,-1
node,391,445.699,337.309,0,2,,,,-2,38,-1
node,392,340.217,347.456,0,2,,,,-2,106,-1
node,393,238.005,329.698,0,2,,,,-2,16,-1
node,394,218.903,53.2421,0,2,,,,-2,85,-1
node,395,202.446,446.537,0,2,,,,-2,87,-1
node,396,399.08,371.598,0,2,,,,-2,5,-1
node,397,55.2865,291.074,0,2,,,,-2,20,-1
node,398,71.7577,459.761,0,2,,,,-2,100,-1
node,399,81.7859,494.291,0,2,,,,-2,100,-1
node,400,422.518,111.545,0,2,,,,-2,32,-1
node,401,335.221,477.408,0,2,,,,-2,4,-1
node,402,282.779,164.538,0,2,,,,-2,35,-1
node,403,93.6699,295.141,0,2,,,,-2,55,-1
node,404,251.504,267.799,0,2,,,,-2,11,-1
node,405,226.406,22.4898,0,2,,,,-2,91,-1
node,406,36.7814,241.31,0,2,,,,-2,66,-1
node,407,355.746,253.516,0,2,,,,-2,14,-1
node,408,431.81,351.306,0,2,,,,-2,31,-1
node,409,36.2272,441.394,0,2,,,,-2,8,-1
node,410,444.5,27.798,0,2,,,,-2,88,-1
node,411,161.103,387.186,0,2,,,,-2,80,-1
node,412,261.536,233.097,0,2,,,,-2,26,-1
node,413,219.486,176.726,0,2,,,,-2,116,-1
node,414,332.26,103.362,0,2,,,,-2,103,-1
node,415,302.731,171.065,0,2,,,,-2,47,-1
node,416,162.409,346.265,0,2,,,,-2,24,-1
node,417,283.482,284.28,0,2,,,,-2,99,-1
node,418,30.4462,120.323,0,2,,,,-2,9,-1
node,419,41.254,200.568,0,2,,,,-2,98,-1
node,420,104.584,265.018,0,2,,,,-2,55,-1
node,421,40.1253,403.763,0,2,,,,-2,62,-1
node,422,444.997,57.9002,0,2,,,,-2,114,-1
node,423,221.034,327.827,0,2,,,,-2,92,-1
node,424,439.177,210.4,0,2,,,,-2,39,-1
node,425,141.457,215.399,0,2,,,,-2,68,-1
node,426,376.854,397.043,0,2,,,,-2,43,-1
node,427,3.8025,44.5293,0,2,,,,-2,107,-1
node,428,488.854,446.662,0,2,,,,-2,30,-1
node,429,190.681,391.93,0,2,,,,-2,0,-1
node,430,428.978,98.838,0,2,,,,-2,114,-1
node,431,293.914,32.4305,0,2,,,,-2,70,-1
node,432,165.419,124.97,0,2,,,,-2,53,-1
node,433,431.487,473.122,0,2,,,,-2,30,-1
node,434,241.579,480.284,0,2,,,,-2,61,-1
node,435,196.569,172.151,0,2,,,,-2,3,-1
node,436,368.101,428.921,0,2,,,,-2,90,-1
node,437,340.969,312.419,0,2,,,,-2,41,-1
node,438,78.1921,289.001,0,2,,,,-2,110,-1
node,439,343.192,466.105,0,2,,,,-2,90,-1
node,440,362.978,189.059,0,2,,,,-2,52,-1
node,441,11.5922,322.867,0,2,,,,-2,20,-1
node,442,283.806,347.326,0,2,,,,-2,34,-1
node,443,184.089,15.4758,0,2,,,,-2,77,-1
node,444,224.897,373.696,0,2,,,,-2,0,-1
node,445,104.94,130.983,0,2,,,,-2,76,-1
node,446,180.37,211.043,0,2,,,,-2,54,-1
node,447,116.513,394.308,0,2,,,,-2,24,-1
node,448,455.308,76.8236,0,2,,,,-2,48,-1
node,449,434.535,373.864,0,2,,,,-2,46,-1
node,450,443.697,383.538,0,2,,,,-2,119,-1
node,451,97.5364,123.911,0,2,,,,-2,9,-1
node,452,356.976,486.149,0,2,,,,-2,4,-1
node,453,381.233,187.448,0,2,,,,-2,40,-1
node,454,261.196,342.458,0,2,,,,-2,99,-1
node,455,127.739,341.329,0,2,,,,-2,37,-1
node,456,51.2067,284.584,0,2,,,,-2,66,-1
node,457,228.228,499.963,0,2,,,,-2,69,-1
node,458,35.2885,236.553,0,2,,,,-2,98,-1
node,459,445.816,105.336,0,2,,,,-2,88,-1
node,460,390.863,105.584,0,2,,,,-2,32,-1
node,461,243.528,253.934,0,2,,,,-2,29,-1
node,462,0.861159,306.467,0,2,,,,-2,62,-1
node,463,262.455,442.461,0,2,,,,-2,61,-1
node,464,372.175,434.869,0,2,,,,-2,4,-1
node,465,268.013,249.946,0,2,,,,-2,14,-1
node,466,341.524,326.427,0,2,,,,-2,14,-1
node,467,378.248,362.808,0,2,,,,-2,38,-1
node,468,494.275,239.644,0,2,,,,-2,111,-1
node,469,129.512,436.001,0,2,,,,-2,36,-1
node,470,469.548,229.774,0,2,,,,-2,111,-1
node,471,376.487,143.453,0,2,,,,-2,40,-1
node,472,104.852,452.588,0,2,,,,-2,36,-1
node,473,305.026,13.0628,0,2,,,,-2,70,-1
node,474,394.742,85.8061,0,2,,,,-2,88,-1
node,475,214.371,181.492,0,2,,,,-2,116,-1
node,476,253.851,271.317,0,2,,,,-2,14,-1
node,477,313.253,197.837,0,2,,,,-2,26,-1
node,478,373.016,436.545,0,2,,,,-2,19,-1
node,479,451.359,6.16752,0,2,,,,-2,88,-1
node,480,189.198,445.159,0,2,,,,-2,59,-1
node,481,331.619,62.1171,0,2,,,,-2,70,-1
node,482,215.285,178.826,0,2,,,,-2,7,-1
node,483,369.936,320.284,0,2,,,,-2,81,-1
node,484,18.7995,495.668,0,2,,,,-2,23,-1
node,485,29.3528,120.439,0,2,,,,-2,9,-1
node,486,396.6,69.9207,0,2,,,,-2,114,-1
node,487,10.4625,416.323,0,2,,,,-2,62,-1
node,488,62.785,189.378,0,2,,,,-2,97,-1
node,489,90.4449,79.8857,0,2,,,,-2,73,-1
node,490,255.021,354.378,0,2,,,,-2,92,-1
node,491,116.254,104.382,0,2,,,,-2,73,-1
node,492,491.691,355.123,0,2,,,,-2,104,-1
node,493,124.656,213.869,0,2,,,,-2,15,-1
node,494,265.299,299.562,0,2,,,,-2,101,-1
node,495,298.99,349.797,0,2,,,,-2,14,-1
node,496,115.296,177.116,0,2,,,,-2,102,-1
node,497,203.48,469.255,0,2,,,,-2,59,-1
