round,alive_sensors,alive_gateways,avg_energy_sensors,avg_energy_gateways,firstCHFailureRound
725,600,60,1.77417,7.97005,-1
726,600,60,1.77385,7.96725,-1
727,600,60,1.77354,7.96445,-1
728,600,60,1.77323,7.96166,-1
729,600,60,1.77292,7.95886,-1
730,600,60,1.77261,7.95607,-1
731,600,60,1.7723,7.95327,-1
732,600,60,1.77199,7.95047,-1
733,600,60,1.77168,7.94768,-1
734,600,60,1.77137,7.94488,-1
735,600,60,1.77106,7.94209,-1
736,600,60,1.77074,7.93929,-1
737,600,60,1.77043,7.93649,-1
738,600,60,1.77012,7.9337,-1
739,600,60,1.76981,7.9309,-1
740,600,60,1.7695,7.92811,-1
741,600,60,1.76919,7.92531,-1
742,600,60,1.76888,7.92251,-1
743,600,60,1.76857,7.91972,-1
744,600,60,1.76826,7.91692,-1
745,600,60,1.76794,7.91413,-1
746,600,60,1.76763,7.91133,-1
747,600,60,1.76732,7.90853,-1
748,600,60,1.76701,7.90574,-1
749,600,60,1.7667,7.90294,-1
750,600,60,1.76639,7.90014,-1
751,600,60,1.76608,7.89735,-1
752,600,60,1.76577,7.89455,-1
753,600,60,1.76546,7.89176,-1
754,600,60,1.76514,7.88896,-1
755,600,60,1.76483,7.88616,-1
756,600,60,1.76452,7.88337,-1
757,600,60,1.76421,7.88057,-1
758,600,60,1.7639,7.87778,-1
759,600,60,1.76359,7.87498,-1
760,600,60,1.76328,7.87218,-1
761,600,60,1.76297,7.86939,-1
762,600,60,1.76266,7.86659,-1
763,600,60,1.76235,7.8638,-1
764,600,60,1.76203,7.861,-1
765,600,60,1.76172,7.8582,-1
766,600,60,1.76141,7.85541,-1
767,600,60,1.7611,7.85261,-1
768,600,60,1.76079,7.84982,-1
769,600,60,1.76048,7.84702,-1
770,600,60,1.76017,7.84422,-1
771,600,60,1.75986,7.84143,-1
772,600,60,1.75955,7.83863,-1
773,600,60,1.75923,7.83584,-1
774,600,60,1.75892,7.83304,-1
775,600,60,1.75861,7.83024,-1
776,600,60,1.7583,7.82745,-1
777,600,60,1.75799,7.82465,-1
778,600,60,1.75768,7.82185,-1
779,600,60,1.75737,7.81906,-1
780,600,60,1.75706,7.81626,-1
781,600,60,1.75675,7.81347,-1
782,600,60,1.75643,7.81067,-1
783,600,60,1.75612,7.80787,-1
784,600,60,1.75581,7.80508,-1
785,600,60,1.7555,7.80228,-1
786,600,60,1.75519,7.79949,-1
787,600,60,1.75488,7.79669,-1
788,600,60,1.75457,7.79389,-1
789,600,60,1.75426,7.7911,-1
790,600,60,1.75395,7.7883,-1
791,600,60,1.75364,7.78551,-1
792,600,60,1.75332,7.78271,-1
793,600,60,1.75301,7.77991,-1
794,600,60,1.7527,7.77712,-1
795,600,60,1.75239,7.77432,-1
796,600,60,1.75208,7.77153,-1
797,600,60,1.75177,7.76873,-1
798,600,60,1.75146,7.76593,-1
799,600,60,1.75115,7.76314,-1
800,600,60,1.75084,7.76034,-1
801,600,60,1.75052,7.75754,-1
802,600,60,1.75021,7.75475,-1
803,600,60,1.7499,7.75195,-1
804,600,60,1.74959,7.74916,-1
805,600,60,1.74928,7.74636,-1
806,600,60,1.74897,7.74356,-1
807,600,60,1.74866,7.74077,-1
808,600,60,1.74835,7.73797,-1
809,600,60,1.74804,7.73518,-1
810,600,60,1.74773,7.73238,-1
811,600,60,1.74741,7.72958,-1
812,600,60,1.7471,7.72679,-1
813,600,60,1.74679,7.72399,-1
814,600,60,1.74648,7.7212,-1
815,600,60,1.74617,7.7184,-1
816,600,60,1.74586,7.7156,-1
817,600,60,1.74555,7.71281,-1
818,600,60,1.74524,7.71001,-1
819,600,60,1.74493,7.70722,-1
820,600,60,1.74461,7.70442,-1
821,600,60,1.7443,7.70162,-1
822,600,60,1.74399,7.69883,-1
823,600,60,1.74368,7.69603,-1
824,600,60,1.74337,7.69324,-1
825,600,60,1.74306,7.69044,-1
826,600,60,1.74275,7.68764,-1
827,600,60,1.74244,7.68485,-1
828,600,60,1.74213,7.68205,-1
829,600,60,1.74181,7.67925,-1
830,600,60,1.7415,7.67646,-1
831,600,60,1.74119,7.67366,-1
832,600,60,1.74088,7.67087,-1
833,600,60,1.74057,7.66807,-1
834,600,60,1.74026,7.66527,-1
835,600,60,1.73995,7.66248,-1
836,600,60,1.73964,7.65968,-1
837,600,60,1.73933,7.65689,-1
838,600,60,1.73902,7.65409,-1
839,600,60,1.7387,7.65129,-1
840,600,60,1.73839,7.6485,-1
841,600,60,1.73808,7.6457,-1
842,600,60,1.73777,7.64291,-1
843,600,60,1.73746,7.64011,-1
844,600,60,1.73715,7.63731,-1
845,600,60,1.73684,7.63452,-1
846,600,60,1.73653,7.63172,-1
847,600,60,1.73622,7.62893,-1
848,600,60,1.7359,7.62613,-1
849,600,60,1.73559,7.62333,-1
850,600,60,1.73528,7.62054,-1
851,600,60,1.73497,7.61774,-1
852,600,60,1.73466,7.61494,-1
853,600,60,1.73435,7.61215,-1
854,600,60,1.73404,7.60935,-1
855,600,60,1.73373,7.60656,-1
856,600,60,1.73342,7.60376,-1
857,600,60,1.7331,7.60096,-1
858,600,60,1.73279,7.59817,-1
859,600,60,1.73248,7.59537,-1
860,600,60,1.73217,7.59258,-1
861,600,60,1.73186,7.58978,-1
862,600,60,1.73155,7.58698,-1
863,600,60,1.73124,7.58419,-1
864,600,60,1.73093,7.58139,-1
865,600,60,1.73062,7.5786,-1
866,600,60,1.73031,7.5758,-1
867,600,60,1.72999,7.573,-1
868,600,60,1.72968,7.57021,-1
869,600,60,1.72937,7.56741,-1
870,600,60,1.72906,7.56462,-1
871,600,60,1.72875,7.56182,-1
872,600,60,1.72844,7.55902,-1
873,600,60,1.72813,7.55623,-1
874,600,60,1.72782,7.55343,-1
875,600,60,1.72751,7.55064,-1
876,600,60,1.72719,7.54784,-1
877,600,60,1.72688,7.54504,-1
878,600,60,1.72657,7.54225,-1
879,600,60,1.72626,7.53945,-1
880,600,60,1.72595,7.53665,-1
881,600,60,1.72564,7.53386,-1
882,600,60,1.72533,7.53106,-1
883,600,60,1.72502,7.52827,-1
884,600,60,1.72471,7.52547,-1
885,600,60,1.7244,7.52267,-1
886,600,60,1.72408,7.51988,-1
887,600,60,1.72377,7.51708,-1
888,600,60,1.72346,7.51429,-1
889,600,60,1.72315,7.51149,-1
890,600,60,1.72284,7.50869,-1
891,600,60,1.72253,7.5059,-1
892,600,60,1.72222,7.5031,-1
893,600,60,1.72191,7.50031,-1
894,600,60,1.7216,7.49751,-1
895,600,60,1.72128,7.49471,-1
896,600,60,1.72097,7.49192,-1
897,600,60,1.72066,7.48912,-1
898,600,60,1.72035,7.48633,-1
899,600,60,1.72004,7.48353,-1
900,600,60,1.71973,7.48073,-1
901,600,60,1.71942,7.47794,-1
902,600,60,1.71911,7.47514,-1
903,600,60,1.7188,7.47234,-1
904,600,60,1.71848,7.46955,-1
905,600,60,1.71817,7.46675,-1
906,600,60,1.71786,7.46396,-1
907,600,60,1.71755,7.46116,-1
908,600,60,1.71724,7.45836,-1
909,600,60,1.71693,7.45557,-1
910,600,60,1.71662,7.45277,-1
911,600,60,1.71631,7.44998,-1
912,600,60,1.716,7.44718,-1
913,600,60,1.71569,7.44438,-1
914,600,60,1.71537,7.44159,-1
915,600,60,1.71506,7.43879,-1
916,600,60,1.71475,7.436,-1
917,600,60,1.71444,7.4332,-1
918,600,60,1.71413,7.4304,-1
919,600,60,1.71382,7.42761,-1
920,600,60,1.71351,7.42481,-1
921,600,60,1.7132,7.42202,-1
922,600,60,1.71289,7.41922,-1
923,600,60,1.71257,7.41642,-1
924,600,60,1.71226,7.41363,-1
925,600,60,1.71195,7.41083,-1
926,600,60,1.71164,7.40804,-1
927,600,60,1.71133,7.40524,-1
928,600,60,1.71102,7.40244,-1
929,600,60,1.71071,7.39965,-1
930,600,60,1.7104,7.39685,-1
931,600,60,1.71009,7.39405,-1
932,600,60,1.70977,7.39126,-1
933,600,60,1.70946,7.38846,-1
934,600,60,1.70915,7.38567,-1
935,600,60,1.70884,7.38287,-1
936,600,60,1.70853,7.38007,-1
937,600,60,1.70822,7.37728,-1
938,600,60,1.70791,7.37448,-1
939,600,60,1.7076,7.37169,-1
940,600,60,1.70729,7.36889,-1
941,600,60,1.70698,7.36609,-1
942,600,60,1.70666,7.3633,-1
943,600,60,1.70635,7.3605,-1
944,600,60,1.70604,7.35771,-1
945,600,60,1.70573,7.35491,-1
946,600,60,1.70542,7.35211,-1
947,600,60,1.70511,7.34932,-1
948,600,60,1.7048,7.34652,-1
949,600,60,1.70449,7.34373,-1
950,600,60,1.70418,7.34093,-1
951,600,60,1.70386,7.33813,-1
952,600,60,1.70355,7.33534,-1
953,600,60,1.70324,7.33254,-1
954,600,60,1.70293,7.32974,-1
955,600,60,1.70262,7.32695,-1
956,600,60,1.70231,7.32415,-1
957,600,60,1.702,7.32136,-1
958,600,60,1.70169,7.31856,-1
959,600,60,1.70138,7.31576,-1
960,600,60,1.70107,7.31297,-1
961,600,60,1.70075,7.31017,-1
962,600,60,1.70044,7.30738,-1
963,600,60,1.70013,7.30458,-1
964,600,60,1.69982,7.30178,-1
965,600,60,1.69951,7.29899,-1
966,600,60,1.6992,7.29619,-1
967,600,60,1.69889,7.2934,-1
968,600,60,1.69858,7.2906,-1
969,600,60,1.69827,7.2878,-1
970,600,60,1.69795,7.28501,-1
971,600,60,1.69764,7.28221,-1
972,600,60,1.69733,7.27942,-1
973,600,60,1.69702,7.27662,-1
974,600,60,1.69671,7.27382,-1
975,600,60,1.6964,7.27103,-1
976,600,60,1.69609,7.26823,-1
977,600,60,1.69578,7.26544,-1
978,600,60,1.69547,7.26264,-1
979,600,60,1.69515,7.25984,-1
980,600,60,1.69484,7.25705,-1
981,600,60,1.69453,7.25425,-1
982,600,60,1.69422,7.25145,-1
983,600,60,1.69391,7.24866,-1
984,600,60,1.6936,7.24586,-1
985,600,60,1.69329,7.24307,-1
986,600,60,1.69298,7.24027,-1
987,600,60,1.69267,7.23747,-1
988,600,60,1.69236,7.23468,-1
989,600,60,1.69204,7.23188,-1
990,600,60,1.69173,7.22909,-1
991,600,60,1.69142,7.22629,-1
992,600,60,1.69111,7.22349,-1
993,600,60,1.6908,7.2207,-1
994,600,60,1.69049,7.2179,-1
995,600,60,1.69018,7.21511,-1
996,600,60,1.68987,7.21231,-1
997,600,60,1.68956,7.20951,-1
998,600,60,1.68924,7.20672,-1
999,600,60,1.68893,7.20392,-1
