time_ms,fitness
38.1698,1756.57
400.599,1772.13
470.378,1795.95
1056.35,1800.19
1276.63,1844.02
2078.23,1867.43
2442.3,1868.65
2515.76,1910.55
4190.21,1921.32
10141.7,1921.99
12357.6,1934.22
17312.7,1944.41
27612.4,1947.44
28561.2,1967.06
28716.9,1975.63
40003,1984.31
42560.9,1987.17
46438.2,1991.5
93656.5,2005.96
END,93656.6
