time_ms,fitness
43.7292,1719.86
122.466,1775.69
201.293,1787.49
242.634,1788.98
283.841,1810.12
450.715,1840.73
489.818,1856.98
781.26,1885.19
1431.19,1927.31
1552.6,1931.74
2539.04,1932.87
3720.51,1936.07
8186.13,1966.76
14974.8,1988.86
15174.7,2002.18
END,16119.1
