time_ms,fitness
38.6557,1584.07
306.215,1626.01
344.392,1641.26
498.772,1668.62
536.922,1697.03
880.185,1702.74
1146.65,1733.33
1951.62,1751.3
2716,1759.54
3288.16,1762.84
3670.51,1769.01
4738.13,1802.5
6300.59,1805.19
7940.69,1821.48
12091.4,1833.97
END,15245.7
