time_ms,fitness
42.4294,1612.15
169.274,1617.13
212.174,1650.44
254.317,1687.08
382.712,1703.42
639.78,1735.24
766.147,1741.06
893.928,1755.02
2172.7,1761.74
3055.73,1763.5
3097.79,1777.79
4634.55,1804.12
4803.84,1804.74
5315.73,1810.41
5481.49,1818.91
6351.99,1832.77
8953.64,1852.2
14513.3,1858.57
16928.7,1863.54
END,17013.9
