time_ms,fitness
134.65,1597.29
543.856,1636.97
900.109,1649.44
1033.95,1667.45
1642.14,1680.96
2783.49,1687.57
2984.53,1730.94
4195.16,1742.02
13328.6,1750.32
13796.1,1756.7
13996.4,1785.53
17818.7,1803.2
18018.8,1811.44
END,27114.7
