time_ms,fitness
12.7382,1752.2
123.441,1754.99
160.191,1764.38
308.826,1765.93
384.365,1825.47
495.597,1835.64
943.832,1863.51
980.792,1879.66
1018.12,1898.58
1239.79,1912.89
1314.86,1960.75
1979.88,1964.89
2311.02,1971.94
3348.49,1984.9
3569.96,1996.92
4309.28,2045.77
END,4309.47
