time_ms,fitness
30.8572,1761.51
91.9794,1832.53
183.23,1845.95
212.094,1846.93
242.25,1909.51
454.258,1938.16
483.235,1979.01
1478.25,1983.81
1991.01,1986.94
2140.34,1993.09
2562.06,1994.98
2862.53,2010.3
END,2862.63
