time_ms,fitness
29.7567,1704.18
88.2886,1794.62
119.327,1854.18
275.054,1869.33
394.33,1909.91
513.032,1915.51
542.161,1946.06
960.072,1949.5
1727.1,1966.19
2271.88,1987.67
4904.67,2021.71
5694.8,2036.86
END,5989.74
